year,round,constructorId,constructor,n_entries_season,n_mech_season,reliability_mean,reliability_sigma
2014,8,6,Ferrari,16,0,0.9285714285714286,0.04782386167228473
2014,8,9,Red Bull,16,4,0.7857142857142857,0.07619560738058137
2014,8,10,Force India,16,0,0.9285714285714286,0.04782386167228473
2014,8,15,Sauber,16,4,0.7857142857142857,0.07619560738058137
2014,8,131,Mercedes,16,2,0.8571428571428572,0.06497983230676314
2014,8,206,Marussia,16,1,0.8928571428571429,0.05743460008059615
2014,8,207,Caterham,16,4,0.7857142857142857,0.07619560738058137
2014,8,208,Lotus F1,16,6,0.7142857142857143,0.08388860278781479
2014,9,1,McLaren,18,2,0.8666666666666667,0.06105406265195007
2014,9,3,Williams,18,1,0.9,0.05388159060803247
2014,9,5,Toro Rosso,18,7,0.7,0.08230548917531015
2014,9,6,Ferrari,18,0,0.9333333333333333,0.04480143366881647
2014,9,9,Red Bull,18,4,0.8,0.07184212081070997
2014,9,10,Force India,18,0,0.9333333333333333,0.04480143366881647
2014,9,15,Sauber,18,4,0.8,0.07184212081070997
2014,9,131,Mercedes,18,3,0.8333333333333334,0.06693494407520824
2014,9,206,Marussia,18,1,0.9,0.05388159060803247
2014,9,207,Caterham,18,5,0.7666666666666666,0.07596452671475296
2014,9,208,Lotus F1,18,6,0.7333333333333334,0.07942445295750275
2014,10,1,McLaren,20,2,0.875,0.057570773308979785
2014,10,3,Williams,20,1,0.90625,0.05074025880537429
2014,10,5,Toro Rosso,20,8,0.6875,0.08068715304598785
2014,10,6,Ferrari,20,0,0.9375,0.04213749140395263
2014,10,9,Red Bull,20,4,0.8125,0.06794466331307612
2014,10,10,Force India,20,0,0.9375,0.04213749140395263
2014,10,15,Sauber,20,5,0.78125,0.07196346663622473
2014,10,131,Mercedes,20,3,0.84375,0.06320623710592894
2014,10,206,Marussia,20,1,0.90625,0.05074025880537429
2014,10,207,Caterham,20,5,0.78125,0.07196346663622473
2014,10,208,Lotus F1,20,7,0.71875,0.07826691655656767
2014,11,1,McLaren,22,2,0.8823529411764706,0.054460005868973614
2014,11,3,Williams,22,1,0.9117647058823529,0.04794336748099466
2014,11,5,Toro Rosso,22,8,0.7058823529411764,0.07701807890682083
2014,11,6,Ferrari,22,0,0.9411764705882353,0.03977196492840078
2014,11,9,Red Bull,22,4,0.8235294117647058,0.06443794794178426
2014,11,10,Force India,22,0,0.9411764705882353,0.03977196492840078
2014,11,15,Sauber,22,5,0.7941176470588236,0.06834676493307207
2014,11,131,Mercedes,22,3,0.8529411764705882,0.05986473465871852
2014,11,206,Marussia,22,1,0.9117647058823529,0.04794336748099466
2014,11,207,Caterham,22,5,0.7941176470588236,0.06834676493307207
2014,11,208,Lotus F1,22,7,0.7352941176470589,0.07457243424075147
2014,12,1,McLaren,24,2,0.8888888888888888,0.051665617219475234
2014,12,3,Williams,24,1,0.9166666666666666,0.04543747973385589
2014,12,5,Toro Rosso,24,8,0.7222222222222222,0.07363483384528065
2014,12,6,Ferrari,24,0,0.9444444444444444,0.03765746607803139
2014,12,9,Red Bull,24,4,0.8333333333333334,0.06126788517448398
2014,12,10,Force India,24,0,0.9444444444444444,0.03765746607803139
2014,12,15,Sauber,24,5,0.8055555555555556,0.06506458381280403
2014,12,131,Mercedes,24,3,0.8611111111111112,0.056854191276742294
2014,12,206,Marussia,24,2,0.8888888888888888,0.051665617219475234
2014,12,207,Caterham,24,6,0.7777777777777778,0.06834718724769394
2014,12,208,Lotus F1,24,8,0.7222222222222222,0.07363483384528065
2014,13,1,McLaren,26,2,0.8947368421052632,0.049142082202518554
2014,13,3,Williams,26,1,0.9210526315789473,0.04317961337591405
2014,13,5,Toro Rosso,26,8,0.736842105263158,0.07051201337442986
2014,13,6,Ferrari,26,1,0.9210526315789473,0.04317961337591405
2014,13,9,Red Bull,26,4,0.8421052631578947,0.0583894943394978
2014,13,10,Force India,26,0,0.9473684210526316,0.03575611686772408
2014,13,15,Sauber,26,5,0.8157894736842105,0.06207460530152186
2014,13,131,Mercedes,26,3,0.868421052631579,0.05412850994785805
2014,13,206,Marussia,26,2,0.8947368421052632,0.049142082202518554
2014,13,207,Caterham,26,6,0.7894736842105263,0.06528143925747813
2014,13,208,Lotus F1,26,8,0.736842105263158,0.07051201337442986
2014,14,1,McLaren,28,2,0.9,0.04685212856658182
2014,14,3,Williams,28,1,0.925,0.04113481701347057
2014,14,5,Toro Rosso,28,8,0.75,0.06762522260005742
2014,14,6,Ferrari,28,1,0.925,0.04113481701347057
2014,14,9,Red Bull,28,4,0.85,0.055765187147188665
2014,14,10,Force India,28,0,0.95,0.03403728228525088
2014,14,15,Sauber,28,7,0.775,0.06521540293893617
2014,14,131,Mercedes,28,4,0.85,0.055765187147188665
2014,14,206,Marussia,28,2,0.9,0.04685212856658182
2014,14,207,Caterham,28,7,0.775,0.06521540293893617
2014,14,208,Lotus F1,28,8,0.75,0.06762522260005742
2014,15,1,McLaren,30,2,0.9047619047619048,0.0447649677329075
2014,15,3,Williams,30,1,0.9285714285714286,0.039274386769225546
2014,15,5,Toro Rosso,30,8,0.7619047619047619,0.0649518418543308
2014,15,6,Ferrari,30,2,0.9047619047619048,0.0447649677329075
2014,15,9,Red Bull,30,4,0.8571428571428572,0.053363383402687745
2014,15,10,Force India,30,0,0.9523809523809523,0.0324759209271654
2014,15,15,Sauber,30,7,0.7857142857142857,0.06257411362736665
2014,15,131,Mercedes,30,4,0.8571428571428572,0.053363383402687745
2014,15,206,Marussia,30,2,0.9047619047619048,0.0447649677329075
2014,15,207,Caterham,30,7,0.7857142857142857,0.06257411362736665
2014,15,208,Lotus F1,30,8,0.7619047619047619,0.0649518418543308
2014,16,1,McLaren,32,2,0.9090909090909091,0.04285495643554833
2014,16,3,Williams,32,1,0.9318181818181819,0.0375745356595068
2014,16,5,Toro Rosso,32,8,0.7727272727272727,0.06247129735784334
2014,16,6,Ferrari,32,2,0.9090909090909091,0.04285495643554833
2014,16,9,Red Bull,32,4,0.8636363636363636,0.051157403079194336
2014,16,10,Force India,32,0,0.9545454545454546,0.03105136595745333
2014,16,15,Sauber,32,7,0.7954545454545454,0.06013071161510433
2014,16,131,Mercedes,32,4,0.8636363636363636,0.051157403079194336
2014,16,206,Marussia,31,3,0.8837209302325582,0.04832612875544381
2014,16,207,Caterham,32,8,0.7727272727272727,0.06247129735784334
2014,16,208,Lotus F1,32,8,0.7727272727272727,0.06247129735784334
2014,17,1,McLaren,34,2,0.9130434782608696,0.04110057334231834
2014,17,3,Williams,34,1,0.9347826086956522,0.03601538772075997
2014,17,5,Toro Rosso,34,8,0.782608695652174,0.06016507878449251
2014,17,6,Ferrari,34,2,0.9130434782608696,0.04110057334231834
2014,17,9,Red Bull,34,4,0.8695652173913043,0.0491245811187854
2014,17,10,Force India,34,1,0.9347826086956522,0.03601538772075997
2014,17,15,Sauber,34,7,0.8043478260869565,0.057864919876021395
2014,17,131,Mercedes,34,4,0.8695652173913043,0.0491245811187854
2014,17,208,Lotus F1,34,8,0.782608695652174,0.06016507878449251
2014,18,1,McLaren,36,2,0.9166666666666666,0.0394836284566119
2014,18,3,Williams,36,1,0.9375,0.03458020844828051
2014,18,5,Toro Rosso,36,8,0.7916666666666666,0.058016633004815264
2014,18,6,Ferrari,36,2,0.9166666666666666,0.0394836284566119
2014,18,9,Red Bull,36,5,0.8541666666666666,0.05041986412528993
2014,18,10,Force India,36,1,0.9375,0.03458020844828051
2014,18,15,Sauber,36,7,0.8125,0.055758910699985696
2014,18,131,Mercedes,36,4,0.875,0.0472455591261534
2014,18,208,Lotus F1,36,8,0.7916666666666666,0.058016633004815264
2014,19,1,McLaren,38,2,0.92,0.037988646394705367
2014,19,3,Williams,38,1,0.94,0.03325480947082957
2014,19,5,Toro Rosso,38,9,0.78,0.058006084873510826
2014,19,6,Ferrari,38,2,0.92,0.037988646394705367
2014,19,9,Red Bull,38,5,0.86,0.048587902956656714
2014,19,10,Force India,38,1,0.94,0.03325480947082957
2014,19,15,Sauber,38,7,0.8200000000000001,0.05379700407140553
2014,19,131,Mercedes,38,4,0.88,0.04550371671956168
2014,19,207,Caterham,34,8,0.782608695652174,0.06016507878449251
2014,19,208,Lotus F1,38,9,0.78,0.058006084873510826
2015,1,1,McLaren,2,0,0.8571428571428572,0.09035079029052512
2015,1,3,Williams,2,0,0.8571428571428572,0.09035079029052512
2015,1,5,Toro Rosso,2,1,0.7857142857142857,0.10594569267279517
2015,1,6,Ferrari,2,1,0.7857142857142857,0.10594569267279517
2015,1,9,Red Bull,2,0,0.8571428571428572,0.09035079029052512
2015,1,10,Force India,2,0,0.8571428571428572,0.09035079029052512
2015,1,15,Sauber,2,0,0.8571428571428572,0.09035079029052512
2015,1,131,Mercedes,2,0,0.8571428571428572,0.09035079029052512
2015,1,208,Lotus F1,2,1,0.7857142857142857,0.10594569267279517
2015,2,1,McLaren,4,2,0.75,0.10502100630210073
2015,2,3,Williams,4,0,0.875,0.08021111848996848
2015,2,5,Toro Rosso,4,1,0.8125,0.09466465580576273
2015,2,6,Ferrari,4,1,0.8125,0.09466465580576273
2015,2,9,Red Bull,4,0,0.875,0.08021111848996848
2015,2,10,Force India,4,0,0.875,0.08021111848996848
2015,2,15,Sauber,4,0,0.875,0.08021111848996848
2015,2,131,Mercedes,4,0,0.875,0.08021111848996848
2015,2,208,Lotus F1,4,1,0.8125,0.09466465580576273
2015,2,209,Manor Marussia,2,1,0.7857142857142857,0.10594569267279517
2015,3,1,McLaren,6,2,0.7777777777777778,0.09537723058655023
2015,3,3,Williams,6,0,0.8888888888888888,0.07209840939145001
2015,3,5,Toro Rosso,6,2,0.7777777777777778,0.09537723058655023
2015,3,6,Ferrari,6,1,0.8333333333333334,0.08549819600709618
2015,3,9,Red Bull,6,1,0.8333333333333334,0.08549819600709618
2015,3,10,Force India,6,1,0.8333333333333334,0.08549819600709618
2015,3,15,Sauber,6,0,0.8888888888888888,0.07209840939145001
2015,3,131,Mercedes,6,0,0.8888888888888888,0.07209840939145001
2015,3,208,Lotus F1,6,2,0.7777777777777778,0.09537723058655023
2015,3,209,Manor Marussia,4,1,0.8125,0.09466465580576273
2015,4,1,McLaren,8,3,0.75,0.0944911182523068
2015,4,3,Williams,8,0,0.9,0.06546536707079771
2015,4,5,Toro Rosso,8,4,0.7,0.1
2015,4,6,Ferrari,8,1,0.85,0.07791937224739796
2015,4,9,Red Bull,8,1,0.85,0.07791937224739796
2015,4,10,Force India,8,1,0.85,0.07791937224739796
2015,4,15,Sauber,8,0,0.9,0.06546536707079771
2015,4,131,Mercedes,8,0,0.9,0.06546536707079771
2015,4,208,Lotus F1,8,2,0.8,0.08728715609439697
2015,4,209,Manor Marussia,6,1,0.8333333333333334,0.08549819600709618
2015,5,1,McLaren,10,4,0.7272727272727273,0.0928643488100453
2015,5,3,Williams,10,0,0.9090909090909091,0.059943679399617006
2015,5,5,Toro Rosso,10,4,0.7272727272727273,0.0928643488100453
2015,5,6,Ferrari,10,1,0.8636363636363636,0.07155678652265483
2015,5,9,Red Bull,10,1,0.8636363636363636,0.07155678652265483
2015,5,10,Force India,10,1,0.8636363636363636,0.07155678652265483
2015,5,15,Sauber,10,0,0.9090909090909091,0.059943679399617006
2015,5,131,Mercedes,10,0,0.9090909090909091,0.059943679399617006
2015,5,208,Lotus F1,10,2,0.8181818181818181,0.08042288517539843
2015,5,209,Manor Marussia,8,1,0.85,0.07791937224739796
2015,6,1,McLaren,12,5,0.7083333333333333,0.09090593428863095
2015,6,3,Williams,12,0,0.9166666666666666,0.055277079839256664
2015,6,5,Toro Rosso,12,4,0.75,0.08660254037844387
2015,6,6,Ferrari,12,1,0.875,0.06614378277661477
2015,6,9,Red Bull,12,1,0.875,0.06614378277661477
2015,6,10,Force India,12,1,0.875,0.06614378277661477
2015,6,15,Sauber,12,0,0.9166666666666666,0.055277079839256664
2015,6,131,Mercedes,12,0,0.9166666666666666,0.055277079839256664
2015,6,208,Lotus F1,12,3,0.7916666666666666,0.08122328620674137
2015,6,209,Manor Marussia,10,1,0.8636363636363636,0.07155678652265483
2015,7,1,McLaren,14,6,0.6923076923076923,0.0888231183368655
2015,7,3,Williams,14,0,0.9230769230769231,0.05128205128205128
2015,7,5,Toro Rosso,14,4,0.7692307692307692,0.08108404256841997
2015,7,6,Ferrari,14,1,0.8846153846153846,0.06148501952965025
2015,7,9,Red Bull,14,1,0.8846153846153846,0.06148501952965025
2015,7,10,Force India,14,1,0.8846153846153846,0.06148501952965025
2015,7,15,Sauber,14,0,0.9230769230769231,0.05128205128205128
2015,7,131,Mercedes,14,0,0.9230769230769231,0.05128205128205128
2015,7,208,Lotus F1,14,3,0.8076923076923077,0.07584717670640534
2015,7,209,Manor Marussia,12,1,0.875,0.06614378277661477
2015,8,1,McLaren,16,6,0.7142857142857143,0.08388860278781479
2015,8,3,Williams,16,0,0.9285714285714286,0.04782386167228473
2015,8,5,Toro Rosso,16,5,0.75,0.08040844011283461
2015,8,6,Ferrari,16,1,0.8928571428571429,0.05743460008059615
2015,8,9,Red Bull,16,1,0.8928571428571429,0.05743460008059615
2015,8,10,Force India,16,1,0.8928571428571429,0.05743460008059615
2015,8,15,Sauber,16,0,0.9285714285714286,0.04782386167228473
2015,8,131,Mercedes,16,0,0.9285714285714286,0.04782386167228473
2015,8,208,Lotus F1,16,4,0.7857142857142857,0.07619560738058137
2015,8,209,Manor Marussia,14,2,0.8461538461538461,0.06943622568064924
2015,9,1,McLaren,18,6,0.7333333333333334,0.07942445295750275
2015,9,3,Williams,18,0,0.9333333333333333,0.04480143366881647
2015,9,5,Toro Rosso,18,6,0.7333333333333334,0.07942445295750275
2015,9,6,Ferrari,18,1,0.9,0.05388159060803247
2015,9,9,Red Bull,18,2,0.8666666666666667,0.06105406265195007
2015,9,10,Force India,18,1,0.9,0.05388159060803247
2015,9,15,Sauber,18,1,0.9,0.05388159060803247
2015,9,131,Mercedes,18,0,0.9333333333333333,0.04480143366881647
2015,9,208,Lotus F1,18,4,0.8,0.07184212081070997
2015,9,209,Manor Marussia,16,2,0.8571428571428572,0.06497983230676314
2015,10,1,McLaren,20,6,0.75,0.07537783614444091
2015,10,3,Williams,20,0,0.9375,0.04213749140395263
2015,10,5,Toro Rosso,20,7,0.71875,0.07826691655656767
2015,10,6,Ferrari,20,2,0.875,0.057570773308979785
2015,10,9,Red Bull,20,2,0.875,0.057570773308979785
2015,10,10,Force India,20,3,0.84375,0.06320623710592894
2015,10,15,Sauber,20,1,0.90625,0.05074025880537429
2015,10,131,Mercedes,20,0,0.9375,0.04213749140395263
2015,10,208,Lotus F1,20,4,0.8125,0.06794466331307612
2015,10,209,Manor Marussia,18,2,0.8666666666666667,0.06105406265195007
2015,11,1,McLaren,22,6,0.7647058823529411,0.07169992943765224
2015,11,3,Williams,22,1,0.9117647058823529,0.04794336748099466
2015,11,5,Toro Rosso,22,8,0.7058823529411764,0.07701807890682083
2015,11,6,Ferrari,22,3,0.8529411764705882,0.05986473465871852
2015,11,9,Red Bull,22,3,0.8529411764705882,0.05986473465871852
2015,11,10,Force India,22,4,0.8235294117647058,0.06443794794178426
2015,11,15,Sauber,22,1,0.9117647058823529,0.04794336748099466
2015,11,131,Mercedes,22,0,0.9411764705882353,0.03977196492840078
2015,11,208,Lotus F1,22,5,0.7941176470588236,0.06834676493307207
2015,11,209,Manor Marussia,20,2,0.875,0.057570773308979785
2015,12,1,McLaren,24,6,0.7777777777777778,0.06834718724769394
2015,12,3,Williams,24,1,0.9166666666666666,0.04543747973385589
2015,12,5,Toro Rosso,24,8,0.7222222222222222,0.07363483384528065
2015,12,6,Ferrari,24,3,0.8611111111111112,0.056854191276742294
2015,12,9,Red Bull,24,3,0.8611111111111112,0.056854191276742294
2015,12,10,Force India,24,4,0.8333333333333334,0.06126788517448398
2015,12,15,Sauber,24,1,0.9166666666666666,0.04543747973385589
2015,12,131,Mercedes,24,0,0.9444444444444444,0.03765746607803139
2015,12,208,Lotus F1,24,5,0.8055555555555556,0.06506458381280403
2015,12,209,Manor Marussia,22,2,0.8823529411764706,0.054460005868973614
2015,13,1,McLaren,26,8,0.736842105263158,0.07051201337442986
2015,13,3,Williams,26,2,0.8947368421052632,0.049142082202518554
2015,13,5,Toro Rosso,26,8,0.736842105263158,0.07051201337442986
2015,13,6,Ferrari,26,3,0.868421052631579,0.05412850994785805
2015,13,9,Red Bull,26,3,0.868421052631579,0.05412850994785805
2015,13,10,Force India,26,4,0.8421052631578947,0.0583894943394978
2015,13,15,Sauber,26,1,0.9210526315789473,0.04317961337591405
2015,13,131,Mercedes,26,1,0.9210526315789473,0.04317961337591405
2015,13,208,Lotus F1,26,6,0.7894736842105263,0.06528143925747813
2015,13,209,Manor Marussia,24,2,0.8888888888888888,0.051665617219475234
2015,14,1,McLaren,28,8,0.75,0.06762522260005742
2015,14,3,Williams,28,2,0.9,0.04685212856658182
2015,14,5,Toro Rosso,28,8,0.75,0.06762522260005742
2015,14,6,Ferrari,28,3,0.875,0.05164961690883359
2015,14,9,Red Bull,28,3,0.875,0.05164961690883359
2015,14,10,Force India,28,4,0.85,0.055765187147188665
2015,14,15,Sauber,28,1,0.925,0.04113481701347057
2015,14,131,Mercedes,28,1,0.925,0.04113481701347057
2015,14,208,Lotus F1,28,6,0.8,0.06246950475544243
2015,14,209,Manor Marussia,26,2,0.8947368421052632,0.049142082202518554
2015,15,1,McLaren,30,8,0.7619047619047619,0.0649518418543308
2015,15,3,Williams,30,2,0.9047619047619048,0.0447649677329075
2015,15,5,Toro Rosso,30,9,0.7380952380952381,0.06704921094455712
2015,15,6,Ferrari,30,3,0.8809523809523809,0.049385828738172384
2015,15,9,Red Bull,30,4,0.8571428571428572,0.053363383402687745
2015,15,10,Force India,30,4,0.8571428571428572,0.053363383402687745
2015,15,15,Sauber,30,1,0.9285714285714286,0.039274386769225546
2015,15,131,Mercedes,30,2,0.9047619047619048,0.0447649677329075
2015,15,208,Lotus F1,30,6,0.8095238095238095,0.05988263935590598
2015,15,209,Manor Marussia,28,2,0.9,0.04685212856658182
2015,16,1,McLaren,32,8,0.7727272727272727,0.06247129735784334
2015,16,3,Williams,32,2,0.9090909090909091,0.04285495643554833
2015,16,5,Toro Rosso,32,9,0.75,0.06454972243679027
2015,16,6,Ferrari,32,4,0.8636363636363636,0.051157403079194336
2015,16,9,Red Bull,32,4,0.8636363636363636,0.051157403079194336
2015,16,10,Force India,32,4,0.8636363636363636,0.051157403079194336
2015,16,15,Sauber,32,1,0.9318181818181819,0.0375745356595068
2015,16,131,Mercedes,32,2,0.9090909090909091,0.04285495643554833
2015,16,208,Lotus F1,32,6,0.8181818181818181,0.0574959574576069
2015,16,209,Manor Marussia,30,2,0.9047619047619048,0.0447649677329075
2015,17,1,McLaren,34,8,0.782608695652174,0.06016507878449251
2015,17,3,Williams,34,2,0.9130434782608696,0.04110057334231834
2015,17,5,Toro Rosso,34,9,0.7608695652173914,0.06221908271674002
2015,17,6,Ferrari,34,4,0.8695652173913043,0.0491245811187854
2015,17,9,Red Bull,34,4,0.8695652173913043,0.0491245811187854
2015,17,10,Force India,34,4,0.8695652173913043,0.0491245811187854
2015,17,15,Sauber,34,2,0.9130434782608696,0.04110057334231834
2015,17,131,Mercedes,34,2,0.9130434782608696,0.04110057334231834
2015,17,208,Lotus F1,34,6,0.8260869565217391,0.05528789194258625
2015,17,209,Manor Marussia,32,2,0.9090909090909091,0.04285495643554833
2015,18,1,McLaren,36,8,0.7916666666666666,0.058016633004815264
2015,18,3,Williams,36,2,0.9166666666666666,0.0394836284566119
2015,18,5,Toro Rosso,36,9,0.7708333333333334,0.06004238393402385
2015,18,6,Ferrari,36,4,0.875,0.0472455591261534
2015,18,9,Red Bull,36,4,0.875,0.0472455591261534
2015,18,10,Force India,36,4,0.875,0.0472455591261534
2015,18,15,Sauber,36,2,0.9166666666666666,0.0394836284566119
2015,18,131,Mercedes,36,2,0.9166666666666666,0.0394836284566119
2015,18,208,Lotus F1,36,6,0.8333333333333334,0.05323971374999499
2015,18,209,Manor Marussia,34,2,0.9130434782608696,0.04110057334231834
2015,19,1,McLaren,38,8,0.8,0.0560112033611204
2015,19,3,Williams,38,2,0.92,0.037988646394705367
2015,19,5,Toro Rosso,38,9,0.78,0.058006084873510826
2015,19,6,Ferrari,38,4,0.88,0.04550371671956168
2015,19,9,Red Bull,38,4,0.88,0.04550371671956168
2015,19,10,Force India,38,4,0.88,0.04550371671956168
2015,19,15,Sauber,38,2,0.92,0.037988646394705367
2015,19,131,Mercedes,38,2,0.92,0.037988646394705367
2015,19,208,Lotus F1,38,6,0.84,0.05133511583357983
2015,19,209,Manor Marussia,36,2,0.9166666666666666,0.0394836284566119
2016,1,1,McLaren,2,0,0.8571428571428572,0.09035079029052512
2016,1,3,Williams,2,0,0.8571428571428572,0.09035079029052512
2016,1,4,Renault,2,0,0.8571428571428572,0.09035079029052512
2016,1,5,Toro Rosso,2,0,0.8571428571428572,0.09035079029052512
2016,1,6,Ferrari,2,1,0.7857142857142857,0.10594569267279517
2016,1,9,Red Bull,2,0,0.8571428571428572,0.09035079029052512
2016,1,10,Force India,2,0,0.8571428571428572,0.09035079029052512
2016,1,15,Sauber,2,1,0.7857142857142857,0.10594569267279517
2016,1,131,Mercedes,2,0,0.8571428571428572,0.09035079029052512
2016,1,209,Manor Marussia,2,1,0.7857142857142857,0.10594569267279517
2016,1,210,Haas F1 Team,2,0,0.8571428571428572,0.09035079029052512
2016,2,1,McLaren,4,1,0.8125,0.09466465580576273
2016,2,3,Williams,4,0,0.875,0.08021111848996848
2016,2,4,Renault,4,1,0.8125,0.09466465580576273
2016,2,5,Toro Rosso,4,0,0.875,0.08021111848996848
2016,2,6,Ferrari,4,2,0.75,0.10502100630210073
2016,2,9,Red Bull,4,0,0.875,0.08021111848996848
2016,2,10,Force India,4,0,0.875,0.08021111848996848
2016,2,15,Sauber,4,1,0.8125,0.09466465580576273
2016,2,131,Mercedes,4,0,0.875,0.08021111848996848
2016,2,209,Manor Marussia,4,1,0.8125,0.09466465580576273
2016,2,210,Haas F1 Team,4,0,0.875,0.08021111848996848
2016,3,1,McLaren,6,1,0.8333333333333334,0.08549819600709618
2016,3,3,Williams,6,0,0.8888888888888888,0.07209840939145001
2016,3,4,Renault,6,1,0.8333333333333334,0.08549819600709618
2016,3,5,Toro Rosso,6,0,0.8888888888888888,0.07209840939145001
2016,3,6,Ferrari,6,2,0.7777777777777778,0.09537723058655023
2016,3,9,Red Bull,6,0,0.8888888888888888,0.07209840939145001
2016,3,10,Force India,6,0,0.8888888888888888,0.07209840939145001
2016,3,15,Sauber,6,1,0.8333333333333334,0.08549819600709618
2016,3,131,Mercedes,6,0,0.8888888888888888,0.07209840939145001
2016,3,209,Manor Marussia,6,1,0.8333333333333334,0.08549819600709618
2016,3,210,Haas F1 Team,6,0,0.8888888888888888,0.07209840939145001
2016,4,1,McLaren,8,1,0.85,0.07791937224739796
2016,4,3,Williams,8,0,0.9,0.06546536707079771
2016,4,4,Renault,8,1,0.85,0.07791937224739796
2016,4,5,Toro Rosso,8,1,0.85,0.07791937224739796
2016,4,6,Ferrari,8,2,0.8,0.08728715609439697
2016,4,9,Red Bull,8,0,0.9,0.06546536707079771
2016,4,10,Force India,8,0,0.9,0.06546536707079771
2016,4,15,Sauber,8,1,0.85,0.07791937224739796
2016,4,131,Mercedes,8,0,0.9,0.06546536707079771
2016,4,209,Manor Marussia,8,1,0.85,0.07791937224739796
2016,4,210,Haas F1 Team,8,0,0.9,0.06546536707079771
2016,5,1,McLaren,10,2,0.8181818181818181,0.08042288517539843
2016,5,3,Williams,10,0,0.9090909090909091,0.059943679399617006
2016,5,4,Renault,10,1,0.8636363636363636,0.07155678652265483
2016,5,5,Toro Rosso,10,1,0.8636363636363636,0.07155678652265483
2016,5,6,Ferrari,10,2,0.8181818181818181,0.08042288517539843
2016,5,9,Red Bull,10,0,0.9090909090909091,0.059943679399617006
2016,5,10,Force India,10,1,0.8636363636363636,0.07155678652265483
2016,5,15,Sauber,10,1,0.8636363636363636,0.07155678652265483
2016,5,131,Mercedes,10,0,0.9090909090909091,0.059943679399617006
2016,5,209,Manor Marussia,10,1,0.8636363636363636,0.07155678652265483
2016,5,210,Haas F1 Team,10,1,0.8636363636363636,0.07155678652265483
2016,6,1,McLaren,12,2,0.8333333333333334,0.07453559924999299
2016,6,3,Williams,12,0,0.9166666666666666,0.055277079839256664
2016,6,4,Renault,12,1,0.875,0.06614378277661477
2016,6,5,Toro Rosso,12,1,0.875,0.06614378277661477
2016,6,6,Ferrari,12,2,0.8333333333333334,0.07453559924999299
2016,6,9,Red Bull,12,0,0.9166666666666666,0.055277079839256664
2016,6,10,Force India,12,1,0.875,0.06614378277661477
2016,6,15,Sauber,12,1,0.875,0.06614378277661477
2016,6,131,Mercedes,12,0,0.9166666666666666,0.055277079839256664
2016,6,209,Manor Marussia,12,1,0.875,0.06614378277661477
2016,6,210,Haas F1 Team,12,1,0.875,0.06614378277661477
2016,7,1,McLaren,14,3,0.8076923076923077,0.07584717670640534
2016,7,3,Williams,14,0,0.9230769230769231,0.05128205128205128
2016,7,4,Renault,14,1,0.8846153846153846,0.06148501952965025
2016,7,5,Toro Rosso,14,1,0.8846153846153846,0.06148501952965025
2016,7,6,Ferrari,14,2,0.8461538461538461,0.06943622568064924
2016,7,9,Red Bull,14,0,0.9230769230769231,0.05128205128205128
2016,7,10,Force India,14,1,0.8846153846153846,0.06148501952965025
2016,7,15,Sauber,14,1,0.8846153846153846,0.06148501952965025
2016,7,131,Mercedes,14,0,0.9230769230769231,0.05128205128205128
2016,7,209,Manor Marussia,14,1,0.8846153846153846,0.06148501952965025
2016,7,210,Haas F1 Team,14,1,0.8846153846153846,0.06148501952965025
2016,8,1,McLaren,16,4,0.7857142857142857,0.07619560738058137
2016,8,3,Williams,16,0,0.9285714285714286,0.04782386167228473
2016,8,4,Renault,16,1,0.8928571428571429,0.05743460008059615
2016,8,5,Toro Rosso,16,3,0.8214285714285714,0.07112002324128527
2016,8,6,Ferrari,16,2,0.8571428571428572,0.06497983230676314
2016,8,9,Red Bull,16,0,0.9285714285714286,0.04782386167228473
2016,8,10,Force India,16,1,0.8928571428571429,0.05743460008059615
2016,8,15,Sauber,16,1,0.8928571428571429,0.05743460008059615
2016,8,131,Mercedes,16,0,0.9285714285714286,0.04782386167228473
2016,8,209,Manor Marussia,16,2,0.8571428571428572,0.06497983230676314
2016,8,210,Haas F1 Team,16,1,0.8928571428571429,0.05743460008059615
2016,9,1,McLaren,18,5,0.7666666666666666,0.07596452671475296
2016,9,3,Williams,18,1,0.9,0.05388159060803247
2016,9,4,Renault,18,1,0.9,0.05388159060803247
2016,9,5,Toro Rosso,18,3,0.8333333333333334,0.06693494407520824
2016,9,6,Ferrari,18,3,0.8333333333333334,0.06693494407520824
2016,9,9,Red Bull,18,0,0.9333333333333333,0.04480143366881647
2016,9,10,Force India,18,3,0.8333333333333334,0.06693494407520824
2016,9,15,Sauber,18,1,0.9,0.05388159060803247
2016,9,131,Mercedes,18,0,0.9333333333333333,0.04480143366881647
2016,9,209,Manor Marussia,18,2,0.8666666666666667,0.06105406265195007
2016,9,210,Haas F1 Team,18,1,0.9,0.05388159060803247
2016,10,1,McLaren,20,5,0.78125,0.07196346663622473
2016,10,3,Williams,20,1,0.90625,0.05074025880537429
2016,10,4,Renault,20,3,0.84375,0.06320623710592894
2016,10,5,Toro Rosso,20,3,0.84375,0.06320623710592894
2016,10,6,Ferrari,20,3,0.84375,0.06320623710592894
2016,10,9,Red Bull,20,0,0.9375,0.04213749140395263
2016,10,10,Force India,20,3,0.84375,0.06320623710592894
2016,10,15,Sauber,20,2,0.875,0.057570773308979785
2016,10,131,Mercedes,20,0,0.9375,0.04213749140395263
